,Unnamed: 0,ST_CASE,VE_FORMS,HOUR,MINUTE,LATITUDE,LONGITUDE,YEAR,STATE,COUNTY,FATALS,LAT,LON,CRASH_TIME,VAR8C,VAR9C,VAR10C,VAR11C,VAR12C,VAR15C,VAR22C,VAR23C,VAR24C,VAR25C,VAR28C,PED_PEDAL,YOUNG_OLD,SZ_STATE,SZ_STATE_CZ_COUNTY,VAR1,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR15,VAR16,VAR17,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,STANAME,CNTYNAME,LCSTANAME,GEOHASH
449,60718,540286,2,12:00pm-12:59pm,34,38.44558056,-81.67023889,2012,54,39,1,38.44558056,-81.67023889,12:34 PM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,No,54,54039,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,11,12,2,2,WEST VIRGINIA,Kanawha County,West Virginia,dnvftwc9
450,60719,540294,3,1:00am-1:59am,8,38.40781389,-81.57940556,2012,54,39,1,38.40781389,-81.57940556,1:08 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54039,1,3,2,1,2,1,2,2,2,2,2,2,1,1,2,6,1,3,2,WEST VIRGINIA,Kanawha County,West Virginia,dnvfrxgt
451,60720,540295,1,10:00pm-10:59pm,0,38.38483889,-81.80596667,2012,54,39,1,38.38483889,-81.80596667,10:00 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,September,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,9,22,1,2,WEST VIRGINIA,Kanawha County,West Virginia,dnvf67wx
452,60721,540296,1,8:00am-8:59am,30,38.40976111,-81.62467778,2012,54,39,1,38.40976111,-81.62467778,8:30 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,September,Yes,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,9,8,1,1,WEST VIRGINIA,Kanawha County,West Virginia,dnvfw869
453,60722,540308,1,5:00pm-5:59pm,56,38.44022778,-81.62750278,2012,54,39,1,38.44022778,-81.62750278,5:56 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,November,Yes,No,No,54,54039,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,11,17,1,1,WEST VIRGINIA,Kanawha County,West Virginia,dnvfwtbd
454,60723,540315,3,8:00pm-8:59pm,0,38.44042222,-81.62759444,2012,54,39,1,38.44042222,-81.62759444,8:00 PM,Yes,No,No,Yes,No,No,Unknown,Sideswipe,Weekday,August,Yes,No,Older Driver,54,54039,1,3,1,2,2,1,2,2,2,2,2,1,3,5,1,8,20,3,1,WEST VIRGINIA,Kanawha County,West Virginia,dnvfwtbe
455,60724,540009,2,10:00am-10:59am,53,39.02108889,-80.6901,2012,54,41,2,39.02108889,-80.6901,10:53 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,January,No,No,Older Driver,54,54041,1,2,2,2,2,1,2,2,2,2,2,1,3,3,1,1,10,2,2,WEST VIRGINIA,Lewis County,West Virginia,dnytgze6
456,60725,540065,1,10:00pm-10:59pm,23,39.09333056,-80.41083056,2012,54,41,1,39.09333056,-80.41083056,10:23 PM,No,Yes,No,Yes,No,Yes,Yes,Not Collision with Motor Vehicle in Transport,Weekend,March,No,No,No,54,54041,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,3,22,1,2,WEST VIRGINIA,Lewis County,West Virginia,dnyy6hwx
457,60726,540075,1,8:00pm-8:59pm,45,39.05143889,-80.56281389,2012,54,41,1,39.05143889,-80.56281389,8:45 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,No,54,54041,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,4,20,1,2,WEST VIRGINIA,Lewis County,West Virginia,dnywntpg
458,60727,540140,1,2:00pm-2:59pm,7,38.89701389,-80.41938056,2012,54,41,1,38.89701389,-80.41938056,2:07 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54041,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,6,14,1,2,WEST VIRGINIA,Lewis County,West Virginia,dnyv60br
459,60728,540245,1,10:00pm-10:59pm,49,38.93367222,-80.52919722,2012,54,41,1,38.93367222,-80.52919722,10:49 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54041,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,10,22,1,2,WEST VIRGINIA,Lewis County,West Virginia,dnytrx8m
460,60729,540265,1,2:00pm-2:59pm,52,39.09773056,-80.33438889,2012,54,41,1,39.09773056,-80.33438889,2:52 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54041,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,10,14,1,2,WEST VIRGINIA,Lewis County,West Virginia,dnyy7vw2
461,60730,540056,1,9:00pm-9:59pm,48,38.26801389,-81.82183333,2012,54,43,1,38.26801389,-81.82183333,9:48 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,March,No,No,Older Driver,54,54043,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,3,21,1,2,WEST VIRGINIA,Lincoln County,West Virginia,dnvcdn7p
462,60731,540068,1,2:00pm-2:59pm,0,37.97833056,-82.24721944,2012,54,43,1,37.97833056,-82.24721944,2:00 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,No,54,54043,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,4,14,1,2,WEST VIRGINIA,Lincoln County,West Virginia,dnv803tr
463,60732,540190,1,9:00pm-9:59pm,17,38.17553611,-81.93085833,2012,54,43,1,38.17553611,-81.93085833,9:17 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54043,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,8,21,1,2,WEST VIRGINIA,Lincoln County,West Virginia,dnv9pteu
464,60733,540232,1,9:00pm-9:59pm,20,38.18166944,-82.17916944,2012,54,43,1,38.18166944,-82.17916944,9:20 PM,No,Yes,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,September,No,Pedestrian,No,54,54043,1,1,2,1,2,2,2,2,1,2,2,2,3,1,1,9,21,1,2,WEST VIRGINIA,Lincoln County,West Virginia,dnv91yyb
465,60734,540304,1,0:00am-0:59am,6,38.33721944,-82.05638889,2012,54,43,1,38.33721944,-82.05638889,12:06 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,No,54,54043,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,12,0,1,2,WEST VIRGINIA,Lincoln County,West Virginia,dnvdhg06
466,60735,540025,1,9:00am-9:59am,7,37.75678889,-81.84946111,2012,54,45,1,37.75678889,-81.84946111,9:07 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,No,54,54045,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,9,1,2,WEST VIRGINIA,Logan County,West Virginia,dntyc3rj
467,60736,540041,1,5:00am-5:59am,15,38.00836667,-82.02350833,2012,54,45,1,38.00836667,-82.02350833,5:15 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,February,No,No,No,54,54045,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,5,1,2,WEST VIRGINIA,Logan County,West Virginia,dnv8jx0q
468,60737,540046,1,1:00pm-1:59pm,20,37.73995833,-81.87522222,2012,54,45,1,37.73995833,-81.87522222,1:20 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,No,54,54045,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,13,1,2,WEST VIRGINIA,Logan County,West Virginia,dnty8yk7
469,60738,540071,1,1:00pm-1:59pm,9,37.978775,-82.14695278,2012,54,45,1,37.978775,-82.14695278,1:09 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,April,No,No,No,54,54045,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,4,13,1,2,WEST VIRGINIA,Logan County,West Virginia,dnv849y6
470,60739,540073,1,5:00am-5:59am,17,37.82705833,-81.96745556,2012,54,45,1,37.82705833,-81.96745556,5:17 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,April,No,Pedestrian,No,54,54045,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,4,5,1,2,WEST VIRGINIA,Logan County,West Virginia,dntxny1n
471,60740,540077,2,1:00pm-1:59pm,41,37.99611111,-82.00611111,2012,54,45,1,37.99611111,-82.00611111,1:41 PM,No,Yes,No,Yes,No,No,Unknown,Head-On,Weekend,April,No,No,No,54,54045,1,2,2,1,2,1,2,2,2,2,2,2,3,3,2,4,13,2,2,WEST VIRGINIA,Logan County,West Virginia,dnv8juuz
472,60741,540091,2,1:00am-1:59am,39,37.84704167,-81.99499722,2012,54,45,1,37.84704167,-81.99499722,1:39 AM,Yes,Yes,No,Yes,No,No,Unknown,Head-On,Weekday,May,No,No,No,54,54045,1,2,1,1,2,1,2,2,2,2,2,2,3,3,1,5,1,2,2,WEST VIRGINIA,Logan County,West Virginia,dntxq1v4
473,60742,540112,1,4:00pm-4:59pm,39,37.78983056,-81.78826944,2012,54,45,1,37.78983056,-81.78826944,4:39 PM,No,No,Yes,No,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54045,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,6,16,1,2,WEST VIRGINIA,Logan County,West Virginia,dntyfz7t
474,60743,540132,1,0:00am-0:59am,1,37.97339444,-82.14375556,2012,54,45,1,37.97339444,-82.14375556,12:01 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54045,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,6,0,1,2,WEST VIRGINIA,Logan County,West Virginia,dnv84bbe
475,60744,540223,1,6:00pm-6:59pm,50,37.97667222,-82.01639444,2012,54,45,1,37.97667222,-82.01639444,6:50 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54045,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,9,18,1,2,WEST VIRGINIA,Logan County,West Virginia,dnv8j9mq
476,60745,540225,2,6:00pm-6:59pm,53,37.78365278,-81.93951389,2012,54,45,1,37.78365278,-81.93951389,6:53 PM,No,Yes,No,Yes,No,No,Unknown,Head-On,Weekday,September,No,No,Older Driver,54,54045,1,2,2,1,2,1,2,2,2,2,2,1,3,3,1,9,18,2,2,WEST VIRGINIA,Logan County,West Virginia,dntwzqm3
477,60746,540274,1,9:00am-9:59am,38,37.78399167,-81.93981389,2012,54,45,1,37.78399167,-81.93981389,9:38 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,Young Driver,54,54045,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,10,9,1,2,WEST VIRGINIA,Logan County,West Virginia,dntwzqm5
478,60747,540300,2,7:00pm-7:59pm,28,37.74300556,-81.880825,2012,54,45,1,37.74300556,-81.880825,7:28 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekday,October,No,No,No,54,54045,1,2,2,2,2,2,1,2,2,2,2,2,3,4,1,10,19,2,2,WEST VIRGINIA,Logan County,West Virginia,dnty8ybh
479,60748,540305,2,7:00pm-7:59pm,15,37.75775,-81.84776944,2012,54,45,1,37.75775,-81.84776944,7:15 PM,Yes,No,No,No,No,No,Unknown,Angle,Weekday,December,No,No,Older Driver,54,54045,1,2,1,2,2,2,2,2,2,2,2,1,3,4,1,12,19,2,2,WEST VIRGINIA,Logan County,West Virginia,dntyc986
480,60749,540024,1,9:00pm-9:59pm,54,37.40816389,-81.42592222,2012,54,47,1,37.40816389,-81.42592222,9:54 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,January,No,Pedestrian,No,54,54047,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,1,21,1,2,WEST VIRGINIA,Mcdowell County,West Virginia,dnwhg1gq
481,60750,540110,2,3:00pm-3:59pm,30,37.33388889,-81.81306111,2012,54,47,1,37.33388889,-81.81306111,3:30 PM,No,No,No,No,No,Yes,Yes,Angle,Weekday,May,No,No,Young Driver,54,54047,1,2,2,2,2,2,2,1,2,2,1,2,1,4,1,5,15,2,2,WEST VIRGINIA,Mcdowell County,West Virginia,dntu6k3t
482,60751,540149,1,11:00pm-11:59pm,1,37.321525,-81.70005833,2012,54,47,1,37.321525,-81.70005833,11:01 PM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54047,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,6,23,1,2,WEST VIRGINIA,Mcdowell County,West Virginia,dntukf5v
483,60752,540169,2,12:00pm-12:59pm,30,37.34277222,-81.78263611,2012,54,47,1,37.34277222,-81.78263611,12:30 PM,Yes,No,No,No,No,No,Unknown,Angle,Weekday,April,No,No,No,54,54047,1,2,1,2,2,2,2,2,2,2,2,2,3,4,1,4,12,2,2,WEST VIRGINIA,Mcdowell County,West Virginia,dntu6yp9
484,60753,540203,2,2:00am-2:59am,5,37.47939444,-81.84615,2012,54,47,1,37.47939444,-81.84615,2:05 AM,No,Yes,No,Yes,No,No,Yes,Head-On,Weekend,August,No,No,No,54,54047,1,2,2,1,2,1,2,2,2,2,2,2,1,3,2,8,2,2,2,WEST VIRGINIA,Mcdowell County,West Virginia,dntv1wcm
485,60754,540299,1,7:00pm-7:59pm,15,37.43987222,-81.57466667,2012,54,47,1,37.43987222,-81.57466667,7:15 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,May,No,No,No,54,54047,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,5,19,1,2,WEST VIRGINIA,Mcdowell County,West Virginia,dntuzxxp
486,60755,540002,1,7:00am-7:59am,45,39.481075,-80.13330833,2012,54,49,1,39.481075,-80.13330833,7:45 AM,No,No,No,Yes,Yes,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,Older Driver,54,54049,1,1,2,2,2,1,1,2,2,2,2,1,3,1,1,1,7,1,2,WEST VIRGINIA,Marion County,West Virginia,dpp08e29
487,60756,540042,2,11:00am-11:59am,40,39.58903611,-80.25656667,2012,54,49,1,39.58903611,-80.25656667,11:40 AM,Yes,No,No,No,No,No,Unknown,Angle,Weekday,February,No,No,Older Driver,54,54049,1,2,1,2,2,2,2,2,2,2,2,1,3,4,1,2,11,2,2,WEST VIRGINIA,Marion County,West Virginia,dpncjwyy
488,60757,540135,1,9:00am-9:59am,40,39.47166667,-80.15381111,2012,54,49,1,39.47166667,-80.15381111,9:40 AM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,Older Driver,54,54049,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,6,9,1,2,WEST VIRGINIA,Marion County,West Virginia,dpp0819g
489,60758,540165,1,1:00am-1:59am,32,39.51030556,-80.06730556,2012,54,49,1,39.51030556,-80.06730556,1:32 AM,No,No,Yes,No,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,July,Yes,No,No,54,54049,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,7,1,1,1,WEST VIRGINIA,Marion County,West Virginia,dpp0f08u
490,60759,540243,1,1:00am-1:59am,20,39.45510833,-80.007725,2012,54,49,1,39.45510833,-80.007725,1:20 AM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54049,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,8,1,1,2,WEST VIRGINIA,Marion County,West Virginia,dpp07qs4
491,60760,540022,1,3:00am-3:59am,10,39.918,-80.74711111,2012,54,51,2,39.918,-80.74711111,3:10 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,No,54,54051,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,3,1,2,WEST VIRGINIA,Marshall County,West Virginia,dpne4dce
492,60761,540063,1,7:00am-7:59am,7,39.90075833,-80.79200556,2012,54,51,1,39.90075833,-80.79200556,7:07 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,March,No,Pedestrian,No,54,54051,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,3,7,1,2,WEST VIRGINIA,Marshall County,West Virginia,dpndcx9n
493,60762,540115,2,6:00pm-6:59pm,45,39.90253611,-80.72913333,2012,54,51,1,39.90253611,-80.72913333,6:45 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54051,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,6,18,2,2,WEST VIRGINIA,Marshall County,West Virginia,dpne4bnc
494,60763,540167,1,6:00pm-6:59pm,39,39.74874167,-80.66138889,2012,54,51,1,39.74874167,-80.66138889,6:39 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,No,54,54051,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,7,18,1,2,WEST VIRGINIA,Marshall County,West Virginia,dpndhs01
495,60764,540106,3,4:00pm-4:59pm,20,38.714075,-81.96778056,2012,54,53,1,38.714075,-81.96778056,4:20 PM,Yes,No,No,Yes,No,No,Unknown,Angle,Weekday,May,No,No,Older Driver,54,54053,1,3,1,2,2,1,2,2,2,2,2,1,3,4,1,5,16,3,2,WEST VIRGINIA,Mason County,West Virginia,dnvsnz8v
496,60765,540191,1,7:00pm-7:59pm,25,38.79353889,-81.87818889,2012,54,53,1,38.79353889,-81.87818889,7:25 PM,No,Yes,No,Yes,No,Yes,Yes,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,No,54,54053,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,8,19,1,2,WEST VIRGINIA,Mason County,West Virginia,dnvu8y4h
497,60766,540235,1,3:00am-3:59am,45,38.84054722,-82.13830833,2012,54,53,1,38.84054722,-82.13830833,3:45 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54053,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,9,3,1,2,WEST VIRGINIA,Mason County,West Virginia,dnvsfysw
498,60767,540263,3,3:00pm-3:59pm,40,38.83008611,-82.14175278,2012,54,53,1,38.83008611,-82.14175278,3:40 PM,Yes,No,No,No,No,No,Unknown,Sideswipe,Weekday,October,No,No,No,54,54053,1,3,1,2,2,2,2,2,2,2,2,2,3,5,1,10,15,3,2,WEST VIRGINIA,Mason County,West Virginia,dnvsfuf1
499,60768,540268,2,1:00am-1:59am,5,38.75716389,-82.19155556,2012,54,53,1,38.75716389,-82.19155556,1:05 AM,Yes,Yes,No,Yes,No,No,Unknown,Angle,Weekend,October,No,No,No,54,54053,1,2,1,1,2,1,2,2,2,2,2,2,3,4,2,10,1,2,2,WEST VIRGINIA,Mason County,West Virginia,dnvs3xtb
500,60769,540270,1,1:00pm-1:59pm,31,38.87348611,-82.12253889,2012,54,53,1,38.87348611,-82.12253889,1:31 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,November,No,Pedestrian,No,54,54053,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,11,13,1,2,WEST VIRGINIA,Mason County,West Virginia,dnvt5k8n
501,60770,540278,1,5:00am-5:59am,44,38.84028056,-82.13212222,2012,54,53,1,38.84028056,-82.13212222,5:44 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,November,No,No,No,54,54053,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,11,5,1,2,WEST VIRGINIA,Mason County,West Virginia,dnvsgn9j
502,60771,540033,2,4:00pm-4:59pm,23,37.33551944,-81.31088056,2012,54,55,3,37.33551944,-81.31088056,4:23 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,February,No,No,No,54,54055,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,2,16,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwhmsxp
503,60772,540035,2,3:00am-3:59am,30,37.34548889,-81.11231111,2012,54,55,1,37.34548889,-81.11231111,3:30 AM,Yes,Yes,No,Yes,No,No,Unknown,Head-On,Weekday,February,No,No,No,54,54055,1,2,1,1,2,1,2,2,2,2,2,2,3,3,1,2,3,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwk6nxc
504,60773,540096,2,10:00pm-10:59pm,21,37.24864444,-81.20897222,2012,54,55,1,37.24864444,-81.20897222,10:21 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,May,No,Pedestrian,Young Driver,54,54055,1,2,2,2,2,2,2,2,1,2,1,2,3,1,1,5,22,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnw7bhcm
505,60774,540102,1,8:00pm-8:59pm,7,37.32909722,-81.24368611,2012,54,55,1,37.32909722,-81.24368611,8:07 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,May,No,No,No,54,54055,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,5,20,1,2,WEST VIRGINIA,Mercer County,West Virginia,dnwhr781
506,60775,540134,2,4:00pm-4:59pm,13,37.357225,-81.09647778,2012,54,55,1,37.357225,-81.09647778,4:13 PM,Yes,No,No,No,Yes,Yes,Unknown,Angle,Weekday,June,No,No,Older Driver,54,54055,1,2,1,2,2,2,1,1,2,2,2,1,3,4,1,6,16,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwkd8em
507,60776,540147,2,10:00pm-10:59pm,50,37.36454722,-81.03739444,2012,54,55,1,37.36454722,-81.03739444,10:50 PM,Yes,No,No,No,Yes,No,Unknown,Angle,Weekend,June,No,No,Older Driver,54,54055,1,2,1,2,2,2,1,2,2,2,2,1,3,4,2,6,22,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwkefn2
508,60777,540184,1,0:00am-0:59am,40,37.50555,-81.11386944,2012,54,55,1,37.50555,-81.11386944,12:40 AM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,August,Yes,No,No,54,54055,1,1,2,2,1,1,2,2,2,2,2,2,3,1,1,8,0,1,1,WEST VIRGINIA,Mercer County,West Virginia,dnwm65wt
509,60778,540209,2,3:00pm-3:59pm,10,37.38516944,-81.05743056,2012,54,55,1,37.38516944,-81.05743056,3:10 PM,No,No,No,Yes,No,Yes,Unknown,Angle,Weekend,August,No,No,No,54,54055,1,2,2,2,2,1,2,1,2,2,2,2,3,4,2,8,15,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwkemzb
510,60779,540214,2,2:00pm-2:59pm,43,37.34983611,-81.10860556,2012,54,55,1,37.34983611,-81.10860556,2:43 PM,Yes,Yes,No,No,No,No,Unknown,Rear-End,Weekday,August,No,No,No,54,54055,1,2,1,1,2,2,2,2,2,2,2,2,3,2,1,8,14,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwk6r6d
511,60780,540217,2,10:00pm-10:59pm,44,37.31565833,-81.13775,2012,54,55,1,37.31565833,-81.13775,10:44 PM,No,No,No,No,No,No,Yes,Head-On,Weekday,August,No,No,No,54,54055,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,8,22,2,2,WEST VIRGINIA,Mercer County,West Virginia,dnwk39j7
512,60781,540230,1,9:00pm-9:59pm,11,37.26177778,-81.18814722,2012,54,55,1,37.26177778,-81.18814722,9:11 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54055,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,9,21,1,2,WEST VIRGINIA,Mercer County,West Virginia,dnw7bx29
513,60782,540239,1,5:00pm-5:59pm,59,37.41752222,-81.19100556,2012,54,55,1,37.41752222,-81.19100556,5:59 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54055,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,9,17,1,2,WEST VIRGINIA,Mercer County,West Virginia,dnwkb7ws
514,60783,540282,1,6:00pm-6:59pm,54,37.28032222,-81.16586944,2012,54,55,1,37.28032222,-81.16586944,6:54 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,No,54,54055,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,11,18,1,2,WEST VIRGINIA,Mercer County,West Virginia,dnwk148v
515,60784,540306,1,1:00pm-1:59pm,10,37.274825,-81.19418889,2012,54,55,1,37.274825,-81.19418889,1:10 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,No,54,54055,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,12,13,1,2,WEST VIRGINIA,Mercer County,West Virginia,dnwk03sj
516,60785,540314,2,9:00pm-9:59pm,22,37.47933889,-81.07348056,2012,54,55,1,37.47933889,-81.07348056,9:22 PM,No,Yes,No,Yes,No,No,Unknown,Sideswipe,Weekday,July,Yes,No,Young Driver,54,54055,1,2,2,1,2,1,2,2,2,2,1,2,3,5,1,7,21,2,1,WEST VIRGINIA,Mercer County,West Virginia,dnwm5nuh
517,60786,540128,1,6:00am-6:59am,45,39.35671389,-79.04556111,2012,54,57,1,39.35671389,-79.04556111,6:45 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,Young Driver,54,54057,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,6,6,1,2,WEST VIRGINIA,Mineral County,West Virginia,dnzzck8v
518,60787,540160,1,6:00pm-6:59pm,9,39.48475556,-78.78915833,2012,54,57,1,39.48475556,-78.78915833,6:09 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,No,54,54057,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,7,18,1,2,WEST VIRGINIA,Mineral County,West Virginia,dppbx5gr
519,60788,540318,1,7:00pm-7:59pm,0,39.50746944,-78.77271389,2012,54,57,1,39.50746944,-78.77271389,7:00 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,November,No,No,Older Driver,54,54057,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,11,19,1,2,WEST VIRGINIA,Mineral County,West Virginia,dppbz2p7
520,60789,540320,1,7:00pm-7:59pm,0,39.43833056,-78.83556111,2012,54,57,1,39.43833056,-78.83556111,7:00 PM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,December,No,No,No,54,54057,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,12,19,1,2,WEST VIRGINIA,Mineral County,West Virginia,dppbq598
